"","Gene.ID","Gene.Name","SubType","Main.Biotype"
"16468","ENSMUSG00000105247","Gm42519","TEC","To be Experimentally Confirmed"
"16469","ENSMUSG00000015806","Qdpr","protein_coding","Protein Coding Genes"
"16470","ENSMUSG00000105255","Gm42413","antisense","Processed transcripts"
"16471","ENSMUSG00000049530","Clrn2","protein_coding","Protein Coding Genes"
"16472","ENSMUSG00000039682","Lap3","protein_coding","Protein Coding Genes"
"16473","ENSMUSG00000015804","Med28","protein_coding","Protein Coding Genes"
"16474","ENSMUSG00000015879","Fam184b","protein_coding","Protein Coding Genes"
"16475","ENSMUSG00000105745","Gm42521","TEC","To be Experimentally Confirmed"
"16476","ENSMUSG00000104837","Gm42520","TEC","To be Experimentally Confirmed"
"16477","ENSMUSG00000097825","9630001P10Rik","antisense","Processed transcripts"
"16478","ENSMUSG00000105634","Gm43367","processed_pseudogene","Pseudogenes"
"16479","ENSMUSG00000104665","Gm43366","TEC","To be Experimentally Confirmed"
"16480","ENSMUSG00000104986","1600023N17Rik","TEC","To be Experimentally Confirmed"
"16481","ENSMUSG00000015880","Ncapg","protein_coding","Protein Coding Genes"
"16482","ENSMUSG00000015882","Lcorl","protein_coding","Protein Coding Genes"
"16483","ENSMUSG00000104342","Gm36401","TEC","To be Experimentally Confirmed"
"16484","ENSMUSG00000104852","Gm43201","TEC","To be Experimentally Confirmed"
"16485","ENSMUSG00000101587","Gm29036","transcribed_processed_pseudogene","Pseudogenes"
"16486","ENSMUSG00000105457","Gm43200","TEC","To be Experimentally Confirmed"
"16487","ENSMUSG00000105459","4930449I04Rik","TEC","To be Experimentally Confirmed"
"16488","ENSMUSG00000106602","4930405L22Rik","lincRNA","Processed transcripts"
"16489","ENSMUSG00000067321","Gm7931","processed_pseudogene","Pseudogenes"
"16490","ENSMUSG00000106875","Gm43093","TEC","To be Experimentally Confirmed"
"16491","ENSMUSG00000107113","Gm43092","TEC","To be Experimentally Confirmed"
"16492","ENSMUSG00000104660","Gm43601","TEC","To be Experimentally Confirmed"
"16493","ENSMUSG00000106402","Gm17824","processed_pseudogene","Pseudogenes"
"16494","ENSMUSG00000105616","Gm3010","processed_pseudogene","Pseudogenes"
"16495","ENSMUSG00000105994","Gm43427","processed_pseudogene","Pseudogenes"
"16496","ENSMUSG00000031558","Slit2","protein_coding","Protein Coding Genes"
"16497","ENSMUSG00000092309","4930518C09Rik","antisense","Processed transcripts"
"16498","ENSMUSG00000092559","Gm20475","sense_intronic","Processed transcripts"
"16499","ENSMUSG00000106214","Gm43426","TEC","To be Experimentally Confirmed"
"16500","ENSMUSG00000105502","Gm42536","TEC","To be Experimentally Confirmed"
"16501","ENSMUSG00000105184","Gm42537","TEC","To be Experimentally Confirmed"
"16502","ENSMUSG00000065603","Mir218-1","miRNA","Processed transcripts"
"16503","ENSMUSG00000105086","Gm42534","TEC","To be Experimentally Confirmed"
"16504","ENSMUSG00000106604","Gm42535","TEC","To be Experimentally Confirmed"
"16505","ENSMUSG00000029089","5730480H06Rik","protein_coding","Protein Coding Genes"
"16506","ENSMUSG00000029088","Kcnip4","protein_coding","Protein Coding Genes"
"16507","ENSMUSG00000105653","Gm43831","TEC","To be Experimentally Confirmed"
"16508","ENSMUSG00000093502","Gm20700","antisense","Processed transcripts"
"16509","ENSMUSG00000105574","Gm43648","TEC","To be Experimentally Confirmed"
"16510","ENSMUSG00000093748","Gm19031","processed_pseudogene","Pseudogenes"
"16511","ENSMUSG00000105530","Gm43829","TEC","To be Experimentally Confirmed"
"16512","ENSMUSG00000105454","Gm43830","TEC","To be Experimentally Confirmed"
"16513","ENSMUSG00000105958","Gm43319","TEC","To be Experimentally Confirmed"
"16514","ENSMUSG00000106404","Gm42919","TEC","To be Experimentally Confirmed"
"16515","ENSMUSG00000106408","Gm43321","TEC","To be Experimentally Confirmed"
"16516","ENSMUSG00000106414","Gm43320","TEC","To be Experimentally Confirmed"
"16517","ENSMUSG00000057577","Gm10025","pseudogene","Pseudogenes"
"16518","ENSMUSG00000103544","Gm10048","TEC","To be Experimentally Confirmed"
"16519","ENSMUSG00000105974","Gm43318","TEC","To be Experimentally Confirmed"
"16520","ENSMUSG00000105791","Gm43341","TEC","To be Experimentally Confirmed"
"16521","ENSMUSG00000106469","C030015E24Rik","TEC","To be Experimentally Confirmed"
"16522","ENSMUSG00000104655","Gm43317","TEC","To be Experimentally Confirmed"
"16523","ENSMUSG00000105332","Gm43316","TEC","To be Experimentally Confirmed"
"16524","ENSMUSG00000104929","Gm42766","TEC","To be Experimentally Confirmed"
"16525","ENSMUSG00000106244","Gm43046","TEC","To be Experimentally Confirmed"
"16526","ENSMUSG00000105620","Gm43047","TEC","To be Experimentally Confirmed"
"16527","ENSMUSG00000104562","Gm42767","TEC","To be Experimentally Confirmed"
"16528","ENSMUSG00000104661","Gm42768","TEC","To be Experimentally Confirmed"
"16529","ENSMUSG00000105922","Gm42769","TEC","To be Experimentally Confirmed"
"16530","ENSMUSG00000105983","Gm42770","TEC","To be Experimentally Confirmed"
"16531","ENSMUSG00000105828","Gm43048","TEC","To be Experimentally Confirmed"
"16532","ENSMUSG00000106579","Gm42771","TEC","To be Experimentally Confirmed"
"16533","ENSMUSG00000105700","Gm42772","TEC","To be Experimentally Confirmed"
"16534","ENSMUSG00000093490","Gm19932","processed_pseudogene","Pseudogenes"
"16535","ENSMUSG00000106539","Gm43670","TEC","To be Experimentally Confirmed"
"16536","ENSMUSG00000105771","2900064K03Rik","TEC","To be Experimentally Confirmed"
"16537","ENSMUSG00000083477","Gm5555","processed_pseudogene","Pseudogenes"
"16538","ENSMUSG00000105540","Gm7988","processed_pseudogene","Pseudogenes"
"16539","ENSMUSG00000104634","Gm42461","TEC","To be Experimentally Confirmed"
"16540","ENSMUSG00000029090","Adgra3","protein_coding","Protein Coding Genes"
"16541","ENSMUSG00000106430","Gm42460","TEC","To be Experimentally Confirmed"
"16542","ENSMUSG00000104870","4930448I18Rik","lincRNA","Processed transcripts"
"16543","ENSMUSG00000105020","Gm7205","unprocessed_pseudogene","Pseudogenes"
"16544","ENSMUSG00000099124","Mir8117","miRNA","Processed transcripts"
"16545","ENSMUSG00000095857","Gm22618","snRNA","Processed transcripts"
"16546","ENSMUSG00000105423","Gm36814","processed_transcript","Processed transcripts"
"16547","ENSMUSG00000106345","Gm42459","processed_pseudogene","Pseudogenes"
"16548","ENSMUSG00000105320","Gm43016","lincRNA","Processed transcripts"
"16549","ENSMUSG00000106038","Gm4962","transcribed_processed_pseudogene","Pseudogenes"
"16550","ENSMUSG00000105931","Gm43014","TEC","To be Experimentally Confirmed"
"16551","ENSMUSG00000105273","Gm43015","processed_pseudogene","Pseudogenes"
"16552","ENSMUSG00000106267","Gm40319","processed_pseudogene","Pseudogenes"
"16553","ENSMUSG00000104635","Gm44377","miRNA","Processed transcripts"
"16554","ENSMUSG00000029167","Ppargc1a","protein_coding","Protein Coding Genes"
"16555","ENSMUSG00000105442","Gm42614","TEC","To be Experimentally Confirmed"
"16556","ENSMUSG00000105622","Gm42615","TEC","To be Experimentally Confirmed"
"16557","ENSMUSG00000106575","Gm42613","TEC","To be Experimentally Confirmed"
"16558","ENSMUSG00000105762","Gm43605","TEC","To be Experimentally Confirmed"
"16559","ENSMUSG00000105663","Gm43606","TEC","To be Experimentally Confirmed"
"16560","ENSMUSG00000106010","Gm42616","TEC","To be Experimentally Confirmed"
"16561","ENSMUSG00000104919","Gm42617","TEC","To be Experimentally Confirmed"
"16562","ENSMUSG00000105942","Gm43175","TEC","To be Experimentally Confirmed"
"16563","ENSMUSG00000106292","Gm43174","TEC","To be Experimentally Confirmed"
"16564","ENSMUSG00000104847","Gm43177","lincRNA","Processed transcripts"
"16565","ENSMUSG00000098726","Mir6417","miRNA","Processed transcripts"
"16566","ENSMUSG00000106648","Gm43176","TEC","To be Experimentally Confirmed"
"16567","ENSMUSG00000029169","Dhx15","protein_coding","Protein Coding Genes"
"16568","ENSMUSG00000106607","Gm43178","TEC","To be Experimentally Confirmed"
"16569","ENSMUSG00000097145","9230114K14Rik","processed_transcript","Processed transcripts"
"16570","ENSMUSG00000106464","C130083M11Rik","lincRNA","Processed transcripts"
"16571","ENSMUSG00000105328","Gm43180","TEC","To be Experimentally Confirmed"
"16572","ENSMUSG00000104751","Gm43179","lincRNA","Processed transcripts"
"16573","ENSMUSG00000088981","Gm25601","snRNA","Processed transcripts"
"16574","ENSMUSG00000072941","Sod3","protein_coding","Protein Coding Genes"
"16575","ENSMUSG00000045790","Ccdc149","protein_coding","Protein Coding Genes"
"16576","ENSMUSG00000106380","Gm3519","antisense","Processed transcripts"
"16577","ENSMUSG00000039252","Lgi2","protein_coding","Protein Coding Genes"
"16578","ENSMUSG00000104829","Gm43685","antisense","Processed transcripts"
"16579","ENSMUSG00000104974","Gm43686","TEC","To be Experimentally Confirmed"
"16580","ENSMUSG00000095078","Gm5866","processed_pseudogene","Pseudogenes"
"16581","ENSMUSG00000052295","8030423F21Rik","lincRNA","Processed transcripts"
"16582","ENSMUSG00000029173","Sepsecs","protein_coding","Protein Coding Genes"
"16583","ENSMUSG00000029186","Pi4k2b","protein_coding","Protein Coding Genes"
"16584","ENSMUSG00000029179","Zcchc4","protein_coding","Protein Coding Genes"
"16585","ENSMUSG00000029176","Anapc4","protein_coding","Protein Coding Genes"
"16586","ENSMUSG00000105054","Gm43664","processed_pseudogene","Pseudogenes"
"16587","ENSMUSG00000077757","Gm23532","snoRNA","Processed transcripts"
"16588","ENSMUSG00000106352","5033403H07Rik","processed_transcript","Processed transcripts"
"16589","ENSMUSG00000106538","Gm30301","lincRNA","Processed transcripts"
"16590","ENSMUSG00000029188","Slc34a2","protein_coding","Protein Coding Genes"
"16591","ENSMUSG00000090642","Gm17182","antisense","Processed transcripts"
"16592","ENSMUSG00000029189","Sel1l3","protein_coding","Protein Coding Genes"
"16593","ENSMUSG00000077316","n-R5s171","rRNA","Processed transcripts"
"16594","ENSMUSG00000061461","Smim20","protein_coding","Protein Coding Genes"
"16595","ENSMUSG00000106981","Gm45495","lincRNA","Processed transcripts"
"16596","ENSMUSG00000077696","n-R5s172","rRNA","Processed transcripts"
"16597","ENSMUSG00000106808","Gm42745","lincRNA","Processed transcripts"
"16598","ENSMUSG00000088646","Gm26486","rRNA","Processed transcripts"
"16599","ENSMUSG00000039191","Rbpj","protein_coding","Protein Coding Genes"
"16600","ENSMUSG00000106807","Gm10441","antisense","Processed transcripts"
"16601","ENSMUSG00000107111","Gm40304","antisense","Processed transcripts"
"16602","ENSMUSG00000029193","Cckar","protein_coding","Protein Coding Genes"
"16603","ENSMUSG00000039178","Tbc1d19","protein_coding","Protein Coding Genes"
"16604","ENSMUSG00000107182","Gm43268","TEC","To be Experimentally Confirmed"
"16605","ENSMUSG00000107173","Gm43266","TEC","To be Experimentally Confirmed"
"16606","ENSMUSG00000039156","Stim2","protein_coding","Protein Coding Genes"
"16607","ENSMUSG00000107105","Gm15820","processed_pseudogene","Pseudogenes"
"16608","ENSMUSG00000105912","Gm10440","lincRNA","Processed transcripts"
"16609","ENSMUSG00000106529","Gm18451","processed_pseudogene","Pseudogenes"
"16610","ENSMUSG00000105143","Gm8069","processed_pseudogene","Pseudogenes"
"16611","ENSMUSG00000106126","Gm43781","TEC","To be Experimentally Confirmed"
"16612","ENSMUSG00000077507","Gm24235","snoRNA","Processed transcripts"
"16613","ENSMUSG00000106113","Gm43779","processed_pseudogene","Pseudogenes"
"16614","ENSMUSG00000065795","Gm25513","snRNA","Processed transcripts"
"16615","ENSMUSG00000105702","Gm43780","TEC","To be Experimentally Confirmed"
"16616","ENSMUSG00000105384","Gm43396","processed_pseudogene","Pseudogenes"
"16617","ENSMUSG00000105551","Gm43199","processed_pseudogene","Pseudogenes"
"16618","ENSMUSG00000083902","Gm15975","processed_pseudogene","Pseudogenes"
"16619","ENSMUSG00000105186","Gm43778","TEC","To be Experimentally Confirmed"
"16620","ENSMUSG00000106335","Gm20223","processed_pseudogene","Pseudogenes"
"16621","ENSMUSG00000105678","Gm43705","TEC","To be Experimentally Confirmed"
"16622","ENSMUSG00000105685","Gm43315","processed_pseudogene","Pseudogenes"
"16623","ENSMUSG00000106326","Gm42977","transcribed_processed_pseudogene","Pseudogenes"
"16624","ENSMUSG00000088734","Gm23896","snoRNA","Processed transcripts"
"16625","ENSMUSG00000088751","Gm24902","snoRNA","Processed transcripts"
"16626","ENSMUSG00000077333","Gm23015","snoRNA","Processed transcripts"
"16627","ENSMUSG00000104739","Gm3283","processed_pseudogene","Pseudogenes"
"16628","ENSMUSG00000104560","Gm8115","processed_pseudogene","Pseudogenes"
"16629","ENSMUSG00000105291","Gm18901","processed_pseudogene","Pseudogenes"
"16630","ENSMUSG00000105693","Gm43706","TEC","To be Experimentally Confirmed"
"16631","ENSMUSG00000104892","Gm6615","processed_pseudogene","Pseudogenes"
"16632","ENSMUSG00000097216","4932441J04Rik","processed_transcript","Processed transcripts"
"16633","ENSMUSG00000051116","Gm8121","processed_pseudogene","Pseudogenes"
"16634","ENSMUSG00000104924","Gm43002","TEC","To be Experimentally Confirmed"
"16635","ENSMUSG00000106517","Gm42634","TEC","To be Experimentally Confirmed"
"16636","ENSMUSG00000029108","Pcdh7","protein_coding","Protein Coding Genes"
"16637","ENSMUSG00000105940","Gm42635","TEC","To be Experimentally Confirmed"
"16638","ENSMUSG00000104821","Gm42481","TEC","To be Experimentally Confirmed"
"16639","ENSMUSG00000105637","Gm42480","TEC","To be Experimentally Confirmed"
"16640","ENSMUSG00000105050","Gm42482","TEC","To be Experimentally Confirmed"
"16641","ENSMUSG00000104564","Gm17977","transcribed_processed_pseudogene","Pseudogenes"
"16642","ENSMUSG00000105079","Gm43715","TEC","To be Experimentally Confirmed"
"16643","ENSMUSG00000105877","Gm42479","TEC","To be Experimentally Confirmed"
"16644","ENSMUSG00000106337","Gm42478","TEC","To be Experimentally Confirmed"
"16645","ENSMUSG00000104871","Gm42639","TEC","To be Experimentally Confirmed"
"16646","ENSMUSG00000105431","Gm42640","TEC","To be Experimentally Confirmed"
"16647","ENSMUSG00000104709","Gm42484","TEC","To be Experimentally Confirmed"
"16648","ENSMUSG00000103959","Gm37720","TEC","To be Experimentally Confirmed"
"16649","ENSMUSG00000106646","Gm42483","TEC","To be Experimentally Confirmed"
"16650","ENSMUSG00000105049","Gm42486","TEC","To be Experimentally Confirmed"
"16651","ENSMUSG00000105525","Gm42976","processed_pseudogene","Pseudogenes"
"16652","ENSMUSG00000106146","Gm43045","TEC","To be Experimentally Confirmed"
"16653","ENSMUSG00000105269","Gm42999","unprocessed_pseudogene","Pseudogenes"
"16654","ENSMUSG00000088796","Gm22536","snoRNA","Processed transcripts"
"16655","ENSMUSG00000105234","4930459L07Rik","lincRNA","Processed transcripts"
"16656","ENSMUSG00000100557","1700029E06Rik","lincRNA","Processed transcripts"
"16657","ENSMUSG00000106509","Gm43394","processed_pseudogene","Pseudogenes"
"16658","ENSMUSG00000094696","Gm6632","processed_pseudogene","Pseudogenes"
"16659","ENSMUSG00000106467","Gm43395","TEC","To be Experimentally Confirmed"
"16660","ENSMUSG00000096124","Gm22308","snRNA","Processed transcripts"
"16661","ENSMUSG00000105038","Gm43044","processed_pseudogene","Pseudogenes"
"16662","ENSMUSG00000106634","Gm43042","lincRNA","Processed transcripts"
"16663","ENSMUSG00000104889","Gm43043","processed_pseudogene","Pseudogenes"
"16664","ENSMUSG00000104563","Gm43041","TEC","To be Experimentally Confirmed"
"16665","ENSMUSG00000106013","4933402J10Rik","lincRNA","Processed transcripts"
"16666","ENSMUSG00000105158","Gm42862","TEC","To be Experimentally Confirmed"
"16667","ENSMUSG00000106250","Gm43392","processed_pseudogene","Pseudogenes"
"16668","ENSMUSG00000106170","Gm43393","processed_pseudogene","Pseudogenes"
"16669","ENSMUSG00000106042","Gm42861","processed_pseudogene","Pseudogenes"
"16670","ENSMUSG00000087034","Cbfa2t2-ps1","processed_pseudogene","Pseudogenes"
"16671","ENSMUSG00000088048","Gm23331","snRNA","Processed transcripts"
"16672","ENSMUSG00000106548","Gm43390","processed_pseudogene","Pseudogenes"
"16673","ENSMUSG00000105486","Gm3372","processed_pseudogene","Pseudogenes"
"16674","ENSMUSG00000077555","Gm23708","snoRNA","Processed transcripts"
"16675","ENSMUSG00000106044","Gm42860","TEC","To be Experimentally Confirmed"
"16676","ENSMUSG00000104775","Gm8182","processed_pseudogene","Pseudogenes"
"16677","ENSMUSG00000105903","1700014F14Rik","lincRNA","Processed transcripts"
"16678","ENSMUSG00000106370","Gm43382","processed_pseudogene","Pseudogenes"
"16679","ENSMUSG00000105675","Gm43383","processed_pseudogene","Pseudogenes"
"16680","ENSMUSG00000105573","Gm43384","processed_pseudogene","Pseudogenes"
"16681","ENSMUSG00000089992","G6pd2","protein_coding","Protein Coding Genes"
"16682","ENSMUSG00000106530","Gm42430","processed_pseudogene","Pseudogenes"
"16683","ENSMUSG00000077228","Gm22273","snoRNA","Processed transcripts"
"16684","ENSMUSG00000105285","Gm43238","TEC","To be Experimentally Confirmed"
"16685","ENSMUSG00000094239","Gm24079","snoRNA","Processed transcripts"
"16686","ENSMUSG00000037999","Arap2","protein_coding","Protein Coding Genes"
"16687","ENSMUSG00000105694","Gm43237","TEC","To be Experimentally Confirmed"
"16688","ENSMUSG00000105707","Gm43753","TEC","To be Experimentally Confirmed"
"16689","ENSMUSG00000090326","Dthd1","protein_coding","Protein Coding Genes"
"16690","ENSMUSG00000104868","Gm9954","TEC","To be Experimentally Confirmed"
"16691","ENSMUSG00000090061","Nwd2","protein_coding","Protein Coding Genes"
"16692","ENSMUSG00000090138","Gm3687","processed_pseudogene","Pseudogenes"
"16693","ENSMUSG00000060512","0610040J01Rik","protein_coding","Protein Coding Genes"
